"keyword","name","address","city","state","zip","country","phone","phonestring","website","email","time"
"ngo in bangladesh","Nutrition International - Bangladesh","56 Rd 132, Dhaka 1212"," Dhaka","","1212","","","","/url?q=http://www.nutritionintl.org/&sa=U&ved=0ahUKEwjdv_yhnsfqAhUslEsFHQ2DDVMQ61gIbygQMAI&usg=AOvVaw0CUlTb0oGatD-tFClsPsXL","",""
"ngo in bangladesh","Kutupalong Refugee Camp","Cox's Bazar - Teknaf Hwy"," Palong Khali","","","","","","","",""
"ngo in bangladesh","United Development Initiatives for Programmed Actions","Plot No. 9 Road No. 1, Block-F Janata Co-operative Housing Society Ltd, Ring Rd, Dhaka 1207"," Dhaka","","1207","","","","/url?q=http://www.uddipan.org/&sa=U&ved=0ahUKEwjdv_yhnsfqAhUslEsFHQ2DDVMQ61gIyAEoETAE&usg=AOvVaw0KVSpviPgKefFKf3r4grBS","",""
"ngo in bangladesh","Relief International (Bangladesh)","House: 322 (1st Floor), Road: 05 (West, Dhaka 1206"," Dhaka","","1206","","","","","",""
"ngo in bangladesh","Asiatic Society of Bangladesh","Ramna, Dhaka 1000"," Dhaka","","1000","","","","/url?q=http://www.asiaticsociety.org.bd/&sa=U&ved=0ahUKEwjdv_yhnsfqAhUslEsFHQ2DDVMQ61gIjwIoEDAG&usg=AOvVaw1TvMZMQaqif4BV9l1CLei5","",""
"ngo in bangladesh","Village Education Resource Center","B-30, Anandapur, Savar Union"," Savar Union","","","","","","/url?q=http://www.vercbd.org/&sa=U&ved=0ahUKEwjdv_yhnsfqAhUslEsFHQ2DDVMQ61gIuQIoDDAH&usg=AOvVaw13thKg12uYiTEEEk43oDjZ","",""
"ngo in bangladesh","Good Neighbors Bangladesh, HO","Dhaka"," Dhaka","","","","","","/url?q=http://gnbangla.org/&sa=U&ved=0ahUKEwjdv_yhnsfqAhUslEsFHQ2DDVMQ61gI5QIoDjAI&usg=AOvVaw1B0yi48yNn7-Td6eqzJCEh","",""
"ngo in bangladesh","International Organization For Migration","House: 13/A Road No. 136, Dhaka 1212"," Dhaka","","1212","","","","/url?q=http://bangladesh.iom.int/&sa=U&ved=0ahUKEwjdv_yhnsfqAhUslEsFHQ2DDVMQ61gIiQMoDzAJ&usg=AOvVaw217PqZ6E4BOHQZGHYFlyh8","",""
"ngo in bangladesh","NGO Forum Faridpur Regional Training Center","Charkamlapur Primary School, Madhukhali"," Madhukhali","","","","","","/url?q=http://www.ngof.org/&sa=U&ved=0ahUKEwjdv_yhnsfqAhUslEsFHQ2DDVMQ61gIsgMoCzAK&usg=AOvVaw1rOfsWCAo4KLNu075yVGsT","",""
"ngo in bangladesh","WAVE Foundation","House # 3/11, Lalmatia Delight, Satmasjid Road, Dhaka 1207"," Dhaka","","1207","","","","/url?q=http://www.wavefoundationbd.org/&sa=U&ved=0ahUKEwjdv_yhnsfqAhUslEsFHQ2DDVMQ61gI2wMoFDAL&usg=AOvVaw2_PRaSGgCzRr55jn75vt3z","",""
"ngo in bangladesh","Bangladesh Environment and Development Society (BEDS)","House No. 6/3, Rd No 01, PRANTIKA R/A, Nirala-Bagmara Link Rd, Khulna 9100"," Khulna","","9100","","","","/url?q=http://www.bedsbd.org/&sa=U&ved=0ahUKEwjdv_yhnsfqAhUslEsFHQ2DDVMQ61gIhwQoETAM&usg=AOvVaw1MYLhddIcBSrXs8RqDjEdo","",""
"ngo in bangladesh","Bangladesh Freedom Foundation","RANGS Srabonti, Sir Sayed Rd, Dhaka 1207"," Dhaka","","1207","","","","/url?q=http://www.freedomfound.org/&sa=U&ved=0ahUKEwjdv_yhnsfqAhUslEsFHQ2DDVMQ61gItgQoETAN&usg=AOvVaw1kf8pkmYCF0-t0SYKfngZr","",""
"ngo in bangladesh","ANTAR Society for Development","Flat-E3(4th floor), House-27/A, Shangshad Avenue, Dhaka 1215"," Dhaka","","1215","","","","/url?q=http://www.antarsd.org/&sa=U&ved=0ahUKEwjdv_yhnsfqAhUslEsFHQ2DDVMQ61gI1gQoCzAO&usg=AOvVaw21i6JbO0I1kTA-NbeccJ1N","",""
"ngo in bangladesh","UCEP - Bangladesh","2 & 3, Mirpur Road, Dhaka 1207"," Dhaka","","1207","","","","/url?q=http://www.ucepbd.org/&sa=U&ved=0ahUKEwjdv_yhnsfqAhUslEsFHQ2DDVMQ61gIhAUoETAP&usg=AOvVaw3nXpfJoiOyP9R2ABBRzEdG","",""
"ngo in bangladesh","Branch 74, Sajida Foundation","Pagla Link Rd, Dhaka"," Fatullah","","","","","","/url?q=http://www.sajidafoundation.org/&sa=U&ved=0ahUKEwjdv_yhnsfqAhUslEsFHQ2DDVMQ61gIrgUoDDAQ&usg=AOvVaw07_8qibBOFKTX6ZAxte6Gl","",""
"ngo in bangladesh","Habitatbangladesh","# House # 12 (3rd Floor) 1212,, Rd 16/A, Dhaka 1212"," Dhaka","","1212","","","","/url?q=http://www.habitatbangladesh.org/&sa=U&ved=0ahUKEwjdv_yhnsfqAhUslEsFHQ2DDVMQ61gIxgUoDTAR&usg=AOvVaw2WlB1lwGlScMzzi_0G2v6A","",""
"ngo in bangladesh","Bangladesh Bondhu Foundation BONDHU","8/12 (First Floor), Block-B, Lalmatia, Mohammadpur, Dhaka 1207"," Dhaka","","1207","","","","/url?q=https://bondhufoundation.org/&sa=U&ved=0ahUKEwjdv_yhnsfqAhUslEsFHQ2DDVMQ61gI7AUoETAS&usg=AOvVaw3Mnu9ffIScqWkBv0Q9Fy86","",""
"ngo in bangladesh","BURO BANGLADESH, RAMPURA","Dhaka 1212"," Dhaka","","1212","","","","/url?q=http://www.burobd.org/&sa=U&ved=0ahUKEwjdv_yhnsfqAhUslEsFHQ2DDVMQ61gIjgYoDjAT&usg=AOvVaw0dujZ7BlUDrvh5xerQm_GI","",""
"ngo in bangladesh","BURO Bangladesh Rayer Bazar","8 Sher-E-Bangla Rd, Dhaka 1207"," Dhaka","","1207","","","","/url?q=https://www.burobd.org/&sa=U&ved=0ahUKEwisq4WnnsfqAhVDSX0KHUHUBRsQ61gIFygQMAA&usg=AOvVaw3vGvU5Ky0bP9cCDq1CLaYI","",""
"ngo in bangladesh","World Concern","12/8 Iqbal Rd, Dhaka 1207"," Dhaka","","1207","","","","","",""
"ngo in bangladesh","Brac Regional office","44, 1/A Pilkhana Rd, Dhaka 1205"," Dhaka","","1205","","","","","",""
"ngo in bangladesh","Community Development Society (CDS)","Shimulia 7420"," Shimulia","","7420","","","","/url?q=http://www.cdsbd.org/&sa=U&ved=0ahUKEwisq4WnnsfqAhVDSX0KHUHUBRsQ61gIgwEoDTAD&usg=AOvVaw1OY36PEScgZI0zEVxLTNuR","",""
"ngo in bangladesh","AGRICULTURAL ADVISORY SOCIETY (AAS)","Dhaka"," Dhaka","","","","","","/url?q=http://www.aas-bd.org/&sa=U&ved=0ahUKEwisq4WnnsfqAhVDSX0KHUHUBRsQ61gIrgEoDjAE&usg=AOvVaw0T4gJwAfSZpjMj97Dwcun5","",""
"ngo in bangladesh","Solidarities International Banani Branch","House #22B Road 7, Block F Rd No 7, Dhaka 1213"," Dhaka","","1213","","","","/url?q=https://www.solidarites.org/en/missions/bangladesh/&sa=U&ved=0ahUKEwisq4WnnsfqAhVDSX0KHUHUBRsQ61gI1wEoETAF&usg=AOvVaw3XjPuWd2QR7pBdrMDXGo1g","",""
"ngo in bangladesh","Brac","Brahmonkitta Bazar, Keraniganj, Dhaka 1310"," Keraniganj","","1310","","","","/url?q=http://www.brac.net/&sa=U&ved=0ahUKEwisq4WnnsfqAhVDSX0KHUHUBRsQ61gI-wEoDzAG&usg=AOvVaw2k2ZzKRZ06lYGwnyElb4_8","",""
"ngo in bangladesh","PIACT Bangladesh","Block-B, 49/1 Babar Rd, Dhaka 1207"," Dhaka","","1207","","","","/url?q=http://www.piactbangladesh.org/&sa=U&ved=0ahUKEwisq4WnnsfqAhVDSX0KHUHUBRsQ61gImgIoETAH&usg=AOvVaw1Bp3WzpnODnIjeZ4SQYUuR","",""
"ngo in bangladesh","People's Oriented Program Implementation (POPI)","Lalmatia, Block-E, 5/11-A, 1207"," Dhaka","","1207","","","","/url?q=http://www.popibd.org/&sa=U&ved=0ahUKEwisq4WnnsfqAhVDSX0KHUHUBRsQ61gIxwIoDzAI&usg=AOvVaw1McNxGfhmERorOvJksNwle","",""
"ngo in bangladesh","Obhoyaronno - Bangladesh Animal Welfare Foundation","Dhaka North City Corporation Market, Shaheed Tajuddin Ahmed Ave, Dhaka 1208"," Dhaka","","1208","","","","","",""
"ngo in bangladesh","Human Aid Bangladesh","Delware Apartment, 2/4 Mirpur Rd, Dhaka 1207"," Dhaka","","1207","","","","/url?q=http://www.humanaidbd.org/&sa=U&ved=0ahUKEwisq4WnnsfqAhVDSX0KHUHUBRsQ61gIpgMoEjAK&usg=AOvVaw2OpWy8CDWMJmr1MzfeqQla","",""
"ngo in bangladesh","ASA Branch Office, Washpur","Shaheed Buddhijibi Bridge"," Sakta","","","","","","","",""
"ngo in bangladesh","Kalai CDP, Good Neighbors Bangladesh",""," Zindarpur","","","","","","/url?q=http://gnbangla.org/&sa=U&ved=0ahUKEwisq4WnnsfqAhVDSX0KHUHUBRsQ61gI1wMoCDAM&usg=AOvVaw3FNoOJnKBHUxTwFaTS2pT1","",""
"ngo in bangladesh","Good Neighbors Bangladesh","রোদসী - Rodushi, 23°50'07. 90°27'31., 4 Lane 4, Dhaka 1362"," Dhaka","","1362","","","","/url?q=http://www.gnbangla.org/&sa=U&ved=0ahUKEwisq4WnnsfqAhVDSX0KHUHUBRsQ61gI-wMoDzAN&usg=AOvVaw3UJnFzaSLjy-2gIVICBZfT","",""
"ngo in bangladesh","Kamalapur AP - World Vision Bangladesh","Kamalapur Rd, Dhaka"," Dhaka","","","","","","/url?q=http://www.wvi.org/&sa=U&ved=0ahUKEwisq4WnnsfqAhVDSX0KHUHUBRsQ61gIpAQoCzAO&usg=AOvVaw3SfxKmpoAj7_4_itL2TB4t","",""
"ngo in bangladesh","IRD Bangladesh","House No 7, Road No. 23/A, Dhaka 1212"," Dhaka","","1212","","","","","",""
"ngo in bangladesh","Environment and Social Development Organization","8/1, Level, House #, # 4 Block #C, Dhaka 1207"," Dhaka","","1207","","","","/url?q=http://www.esdo.org/&sa=U&ved=0ahUKEwisq4WnnsfqAhVDSX0KHUHUBRsQ61gI7QQoFDAQ&usg=AOvVaw2RVypHE7CXsfZoXptHUgaz","",""
"ngo in bangladesh","Islamic Aid Bangladesh","Gulfesha Plaza, (12th Floor, 8 Shahid Sangbadik Selina Parvin Rd, Dhaka 1217"," Dhaka","","1217","","","","/url?q=http://islamicaidbd.org/&sa=U&ved=0ahUKEwisq4WnnsfqAhVDSX0KHUHUBRsQ61gInAUoETAR&usg=AOvVaw1xoG-_j8Wv2RHT540I6Uy9","",""
"ngo in bangladesh","Padakhep Manabik Unnayan Kendra","House# 548, Road# 10, Baitul Aman Housing Society, Dhaka 1207"," Dhaka","","1207","","","","/url?q=http://www.padakhep.org/&sa=U&ved=0ahUKEwisq4WnnsfqAhVDSX0KHUHUBRsQ61gIuQUoDzAS&usg=AOvVaw0sucH81S7udsc6t5XkCxEW","",""
"ngo in bangladesh","Bangladesh Disaster Preparedness Centre","House No 15/A (1st Floor), 08 Rd 08, Dhaka 1212"," Dhaka","","1212","","","","","",""
"ngo in bangladesh","The Glencoe Foundation, Dhaka, Bangladesh.","House: 114, Flat: 1B, Block: C, Road: 15, Banani, Dhaka, 1213"," Dhaka","","1213","","","","/url?q=http://glencoefoundation.org/&sa=U&ved=0ahUKEwiK1vCqnsfqAhUclEsFHdCCBT8Q61gIFigPMAA&usg=AOvVaw2Q8Pf_d-PDFoYAp1Bo9IHK","",""
"ngo in bangladesh","Radda MCH-FP Centre","Plot# 159/A, Block# A, Section# 12, Mirpur, Rd No 2/1, Dhaka 1216"," Dhaka","","1216","","","","/url?q=http://raddacentre.org/&sa=U&ved=0ahUKEwiK1vCqnsfqAhUclEsFHdCCBT8Q61gIRSgRMAE&usg=AOvVaw2m84Z3B4-nqGDO_fjeYPcr","",""
"ngo in bangladesh","JAAGO Foundation, Rayer Bazar School","86/1B Sadek Khan Rd, Dhaka 1207"," Dhaka","","1207","","","","/url?q=https://www.jaago.com.bd/&sa=U&ved=0ahUKEwiK1vCqnsfqAhUclEsFHdCCBT8Q61gIcygQMAI&usg=AOvVaw1uWOPjhcQkcVZMu-tbHEd7","",""
"ngo in bangladesh","Nijera Kori","7, 8 Block #C, Dhaka 1207"," Dhaka","","1207","","","","/url?q=http://nijerakori.org/&sa=U&ved=0ahUKEwiK1vCqnsfqAhUclEsFHdCCBT8Q61gIogEoEjAD&usg=AOvVaw02sU1XuQjB6vurNxqvMvYA","",""
"ngo in bangladesh","Shishu Polli Plus","Shishu Palli Rd, Sreepur"," Telihati","","","","","","/url?q=http://www.sreepurvillage.org/&sa=U&ved=0ahUKEwiK1vCqnsfqAhUclEsFHdCCBT8Q61gIzQEoDDAE&usg=AOvVaw1XE23hOu_EbcUVypcOCL9Q","",""
"ngo in bangladesh","Ideal Step for Sustainable Development.","165-166 Green Road, PARIL Green Apartment Flat # D-6, 6th Floor, Dhaka 1205","","","1205","","","","/url?q=http://issdforhumanrights.com/&sa=U&ved=0ahUKEwiK1vCqnsfqAhUclEsFHdCCBT8Q61gI9gEoDDAF&usg=AOvVaw1RKmZEReVena7bfcchgUrl","",""
"ngo in bangladesh","Pathway","House#01, Road#02, Block# B, Section#06, Mirpur, 1216"," Dhaka","","1216","","","","/url?q=https://www.pathwaybd.org/&sa=U&ved=0ahUKEwiK1vCqnsfqAhUclEsFHdCCBT8Q61gIkwIoDzAG&usg=AOvVaw0qXjU_wJs-cAhBPi1RS6dn","",""
"ngo in bangladesh","PRIP TRUST","House 67/B Indira Rd, Dhaka 1215"," Dhaka","","1215","","","","/url?q=http://priptrust.org/&sa=U&ved=0ahUKEwiK1vCqnsfqAhUclEsFHdCCBT8Q61gIuQIoDzAH&usg=AOvVaw1e0w1tN74DrpAQZ5MTBjte","",""
"ngo in bangladesh","Naripokkho (নারীপক্ষ)","House-75, Rangs Nilu Square, 5/A Satmasjid Road, Dhaka 1209"," Dhaka","","1209","","","","","",""
"ngo in bangladesh","Wildlife Conservation Society - Bangladesh Program (WCS-BD)","House No, 22 Rd No. 3, Dhaka 1205"," Dhaka","","1205","","","","/url?q=https://bangladesh.wcs.org/&sa=U&ved=0ahUKEwiK1vCqnsfqAhUclEsFHdCCBT8Q61gIhQMoEjAJ&usg=AOvVaw16VB-H1eCbd8s-Klw4h-8l","",""
"ngo in bangladesh","Manusher Jonno Foundation (MJF)","plot #3 & 4, hazi road , avenue #3, rupnagor housing estate, mirpir-2, Dhaka, 1216"," Dhaka","","1216","","","","/url?q=http://www.manusherjonno.org/&sa=U&ved=0ahUKEwiK1vCqnsfqAhUclEsFHdCCBT8Q61gIswMoDzAK&usg=AOvVaw3HbIN-AZbeAYHSxKbfx2la","",""
"ngo in bangladesh","AIESEC Bangladesh","Road No. 7A, Banani Block H House No. 56 Flat A5 Whisperwood Dhaka, 1213"," Dhaka","","1213","","","","/url?q=http://aiesec.org/&sa=U&ved=0ahUKEwiK1vCqnsfqAhUclEsFHdCCBT8Q61gI3gMoDjAL&usg=AOvVaw1WsZhMTsPgJUrXb9Lmze8S","",""
"ngo in bangladesh","SUSTAINABLE DEVELOPMENT FOR VULNERABLE PEAPOLES IN BANGLADESH","West Sarulia,Demra,Ranimahal Baravanga Sarak Dhaka, 1361","","","1361","","","","/url?q=http://sdvpbd.com/&sa=U&ved=0ahUKEwiK1vCqnsfqAhUclEsFHdCCBT8Q61gIhgQoDDAM&usg=AOvVaw2oLy3nP-PxD-zWdNvwMkZW","",""
"ngo in bangladesh","INCIDIN Bangladesh","8/19, Sir Sayed Rd, Dhaka 1207"," Dhaka","","1207","","","","","",""
"ngo in bangladesh","SDI","2, 4, 1207 Shahjahan Rd, Dhaka"," Dhaka","","1207","","","","","",""
"ngo in bangladesh","Padakhep Institute of Development & Management (PIDM)","House No: 679, Road No: 12, Baitul Aman Housing Society, Adabor, Mohammadpur, Dhaka 1207"," Dhaka","","1207","","","","/url?q=http://www.padakhep.org/&sa=U&ved=0ahUKEwiK1vCqnsfqAhUclEsFHdCCBT8Q61gI_AQoETAP&usg=AOvVaw1bar-tjgk9GaoDouwhvkFh","",""
"ngo in bangladesh","Brac NGO Faridpur","Faridpur"," Faridpur","","","","","","/url?q=http://www.brac.net/&sa=U&ved=0ahUKEwiK1vCqnsfqAhUclEsFHdCCBT8Q61gInwUoDjAQ&usg=AOvVaw2IrKqtQuycR4XOnKdvcRql","",""
"ngo in bangladesh","Animal Health Companies Association Of Bangladesh","Unit-12/E, 14/A, Center Point, Tejkunipara, Farmgate C/A, Tejgaon, Dhaka 1215"," Dhaka","","1215","","","","/url?q=http://www.ahcab.net/&sa=U&ved=0ahUKEwiK1vCqnsfqAhUclEsFHdCCBT8Q61gI0AUoEzAR&usg=AOvVaw0bFxvExrViDHnIxJWjyiOE","",""
"ngo in bangladesh","Engender Health","Dhaka 1205"," Dhaka","","1205","","","","/url?q=http://www.engenderhealth.org/&sa=U&ved=0ahUKEwiK1vCqnsfqAhUclEsFHdCCBT8Q61gI_AUoDjAS&usg=AOvVaw1-oZ9bRiT8LvqYIUMbSd21","",""
"ngo in bangladesh","Green Bangla Foundation","Society, House No: 617/A, Road No. 11, Baitul Aman Housing, Dhaka 1207"," Dhaka","","1207","","","","/url?q=http://www.greenbanglafoundation.org/&sa=U&ved=0ahUKEwiK1vCqnsfqAhUclEsFHdCCBT8Q61gIoQYoETAT&usg=AOvVaw0uvWzTbE7kFKGIjDvTpH7p","",""
"ngo in bangladesh","Bangladesh Red Crescent Society","684, 686 Bara Maghbazar, Dhaka 1217"," Dhaka","","1217","","","","/url?q=http://www.bdrcs.org/&sa=U&ved=0ahUKEwj-rP2tnsfqAhXbbn0KHSwXCWYQ61gIGCgRMAA&usg=AOvVaw3z9KAYfN750Ls6Je7rSZRk","",""
"ngo in bangladesh","BANGLADESH NETWORK FOR NCD CONTROL & PREVENTION","Plot-7/2, Dhaka 1216","","","1216","","","","/url?q=http://bnncp.org.bd/&sa=U&ved=0ahUKEwj-rP2tnsfqAhXbbn0KHSwXCWYQ61gIQigNMAE&usg=AOvVaw3hKAq7tsV1gBWhGRnB2pPQ","",""
"ngo in bangladesh","SAJIDA Foundation","OTOBI Center, 5th floor, plot 12,Block CWS(C), Gulshan South Avenue, Dhaka 1212"," Dhaka","","1212","","","","/url?q=http://www.sajidafoundation.org/&sa=U&ved=0ahUKEwj-rP2tnsfqAhXbbn0KHSwXCWYQ61gIXygPMAI&usg=AOvVaw0_rh9eExHw6kMF2M6o48XW","",""
"ngo in bangladesh","Swisscontact","House No, Diplomatic Enclave, 19 Rd No 11, Dhaka 1212"," Dhaka","","1212","","","","/url?q=http://www.swisscontact.org/en/home.html&sa=U&ved=0ahUKEwj-rP2tnsfqAhXbbn0KHSwXCWYQ61gIjwEoEzAD&usg=AOvVaw3D-Tj3P0Daliqg38jSC8Pg","",""
"ngo in bangladesh","Alor Pothey","Bir Uttam AK Khandakar Rd, Dhaka 1212"," Dhaka","","1212","","","","","",""
"ngo in bangladesh","Proshika","Proshika Bhaban I/1 -GA, Dhaka 1216"," Dhaka","","1216","","","","","",""
"ngo in bangladesh","Pally Bikash Kendra","27/C Asad Ave, Dhaka 1207"," Dhaka","","1207","","","","","",""
"ngo in bangladesh","Initiative for Right View","93 Nazirghat Main Rd, Khulna","","","","","","","/url?q=http://irv-bd.org/&sa=U&ved=0ahUKEwj-rP2tnsfqAhXbbn0KHSwXCWYQ61gIsgIoDDAH&usg=AOvVaw3gbu0kN6xrcJpM26LID65Y","",""
"ngo in bangladesh","Alokon","Muradpur , Jolil Building , Hathazari Road, Chattogram 4000"," Chattogram","","4000","","","","","",""
"ngo in bangladesh","World Food Programme","IDB Bhaban 14th, 16th and 17th Floor E, 8-A Rokeya Sharani, Dhaka 1207"," Dhaka","","1207","","","","/url?q=https://www.wfp.org/&sa=U&ved=0ahUKEwj-rP2tnsfqAhXbbn0KHSwXCWYQ61gI7AIoETAJ&usg=AOvVaw3FvuREdmj7xIHKeX3XUMeV","",""
"ngo in bangladesh","কোয়ালিশন ফর দ্যা আরবান পুওর (কাপ)","10-C/1 Block- F, Madrasha Road, Aziz Moholla, Dhaka 1207"," Dhaka","","1207","","","","/url?q=http://www.cupbd.org/&sa=U&ved=0ahUKEwj-rP2tnsfqAhXbbn0KHSwXCWYQ61gImQMoDzAK&usg=AOvVaw1gUPz0p-ohA-UXPBtMb5Uh","",""
"ngo in bangladesh","Syngenta Foundation (Dhaka Office)","8/11 Block #C, Dhaka 1207"," Dhaka","","1207","","","","/url?q=http://www.syngentafoundation.org/&sa=U&ved=0ahUKEwj-rP2tnsfqAhXbbn0KHSwXCWYQ61gIwAMoEDAL&usg=AOvVaw17l2w7w2ST0CuoTyiTy881","",""
"ngo in bangladesh","Bangladesh National Women Lawyers' Association (BNWLA)","48, Monico Mina Tower, West Agargaon, 3 Shahid Shahabuddin Shorok, Dhaka 1207"," Dhaka","","1207","","","","/url?q=http://www.bnwla-bd.org/&sa=U&ved=0ahUKEwj-rP2tnsfqAhXbbn0KHSwXCWYQ61gI6QMoEzAM&usg=AOvVaw2AcqX07ALgmeaM4_X5v_cE","",""
"ngo in bangladesh","Community Development Association (CDA)","Dinajpur"," Dinajpur","","","","","","","",""
"ngo in bangladesh","Heed Bangladesh","House No-239, 1st Floor, Road No-15, Nirala AA/A, 9100"," Khulna","","9100","","","","","",""
"ngo in bangladesh","Turning Point Foundation, Bangladesh","17/B sangsad avenue, tejgaon dhaka1215, Dhaka"," Dhaka","","","","","","/url?q=http://www.turningpointbd.org/&sa=U&ved=0ahUKEwj-rP2tnsfqAhXbbn0KHSwXCWYQ61gI5gQoDzAP&usg=AOvVaw2Ub91PyOgPYirRqFNeLtCs","",""
"ngo in bangladesh","UChicago Research Bangladesh","27 Rd No 2B, Dhaka 1230"," Dhaka","","1230","","","","/url?q=http://urb-bd.org/&sa=U&ved=0ahUKEwj-rP2tnsfqAhXbbn0KHSwXCWYQ61gIkQUoEDAQ&usg=AOvVaw381uv7fw0Tgh_BohYj46wf","",""
"ngo in bangladesh","Sightsavers Bangladesh","House 1/B, Rd No 8, Dhaka 1213"," Dhaka","","1213","","","","/url?q=http://www.sightsavers.org/&sa=U&ved=0ahUKEwj-rP2tnsfqAhXbbn0KHSwXCWYQ61gIwgUoEjAR&usg=AOvVaw2-ZsXkLuBQIs9dTOXCoQmL","",""
"ngo in bangladesh","Voluntary Association for Family Welfare and Social Development","196/1 Shantibagh, P.O, Dhaka 1217"," Dhaka","","1217","","","","/url?q=http://vafwsd.org/&sa=U&ved=0ahUKEwj-rP2tnsfqAhXbbn0KHSwXCWYQ61gI3gUoDjAS&usg=AOvVaw1EwaVhuwHMxg1oX78sDVHC","",""
"ngo in bangladesh","Brac Branch Office","44/A/1 Pilkhana Rd, Dhaka 1205"," Dhaka","","1205","","","","","",""
"ngo in bangladesh","Resource Integration Center (RIC)","Shonir Akhra Shakha, Jatrabari, Dhaka"," Dhaka","","","","","","","",""
"ngo in bangladesh","Payra Social Welfare","61, 4 Tejkunipara Rd, Dhaka 1205"," Dhaka","","1205","","","","/url?q=http://www.payra.org/&sa=U&ved=0ahUKEwjjtM-wnsfqAhUXVH0KHX3sBSYQ61gIMygRMAE&usg=AOvVaw2ILT6d92-XErazhvyRyJRS","",""
"ngo in bangladesh","Centre for Rehabilitation Education Earning Development","House No. 307/1 (5th Floor West, Rd 8/A, Dhaka 1209"," Dhaka","","1209","","","","","",""
"ngo in bangladesh","Eminence","3/6 Asad Ave, Dhaka 1207"," Dhaka","","1207","","","","/url?q=http://www.eminence-bd.org/&sa=U&ved=0ahUKEwjjtM-wnsfqAhUXVH0KHX3sBSYQ61gIfCgQMAM&usg=AOvVaw0Ax8t-33OzLoLlgx_uDR7S","",""
"ngo in bangladesh","faith Bangladesh","1, 15A Iqbal Road, Dhaka 1207"," Dhaka","","1207","","","","/url?q=http://www.faithbangladesh.org/&sa=U&ved=0ahUKEwjjtM-wnsfqAhUXVH0KHX3sBSYQ61gIqwEoEjAE&usg=AOvVaw2cylYavuKUR-Cd5vAkPz-D","",""
"ngo in bangladesh","Bangladesh Centre for Advanced Studies","Rd 16/A, Dhaka 1212"," Dhaka","","1212","","","","/url?q=http://www.bcas.net/&sa=U&ved=0ahUKEwjjtM-wnsfqAhUXVH0KHX3sBSYQ61gI2wEoEDAF&usg=AOvVaw09hC3aj7uPNui6RVvN55t5","",""
